Provincia,Partido,Localidad,Link Indec,ADSL,Cablemodem,Dail Up,Fibra Optica,Otros1,Satelital,Wimax,Wireless,Total general,Otros,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps
Buenos Aires,25 de Mayo,25 de Mayo,6854100,756.0,4600.0,0.0,3.0,0.0,742.0,0.0,726.0,6827.0,,2.0,19.0,230.0,663.0,415.0,3443.0,1474.0
Buenos Aires,25 de Mayo,Del Valle,6854020,181.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,192.0,,1.0,0.0,181.0,10.0,0.0,0.0,0.0
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0,,0.0,0.0,172.0,8.0,0.0,0.0,1.0
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,0.0,782.0,0.0,496.0,16.0,0.0,0.0,185.0,1479.0,,0.0,0.0,223.0,916.0,322.0,29.0,20.0
Buenos Aires,25 de Mayo,Lucas Monteverde,6854050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Buenos Aires,25 de Mayo,Ernestina,6854030,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,0.0,0.0,75.0,0.0,0.0,0.0,0.0
Buenos Aires,25 de Mayo,Pedernales,6854070,154.0,0.0,0.0,25.0,21.0,0.0,0.0,7.0,207.0,,0.0,0.0,0.0,179.0,3.0,0.0,25.0
Buenos Aires,9 de Julio,12 de Octubre,6588030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,,0.0,0.0,11.0,0.0,0.0,0.0,0.0
Buenos Aires,9 de Julio,9 de Julio,6588100,4241.0,3556.0,80.0,6237.0,0.0,0.0,0.0,831.0,14945.0,,0.0,9.0,466.0,7826.0,1239.0,1506.0,3681.0
Buenos Aires,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,450.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,510.0,,0.0,0.0,510.0,0.0,0.0,0.0,0.0
Buenos Aires,9 de Julio,Dudignac,6588040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,474.0,,0.0,8.0,283.0,98.0,0.0,0.0,0.0
Buenos Aires,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,193.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,197.0,,0.0,1.0,193.0,3.0,0.0,0.0,0.0
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0.0,0.0,0.0,118.0,0.0,0.0,0.0,42.0,160.0,,0.0,0.0,42.0,43.0,29.0,43.0,3.0
Buenos Aires,9 de Julio,Patricios,6588110,81.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,131.0,,0.0,0.0,50.0,60.0,21.0,0.0,0.0
Buenos Aires,9 de Julio,Morea,6588080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,,0.0,0.0,130.0,0.0,0.0,0.0,0.0
Buenos Aires,Adolfo Alsina,Carhué,6007010,766.0,0.0,1.0,1417.0,1.0,0.0,0.0,1066.0,3251.0,,0.0,0.0,783.0,139.0,1231.0,1.0,1112.0
Buenos Aires,Adolfo Alsina,Maza,6007070,0.0,0.0,0.0,390.0,0.0,2.0,0.0,14.0,406.0,10.0,2.0,0.0,386.0,6.0,0.0,2.0,0.0
Buenos Aires,Adolfo Alsina,Rivera,6007080,0.0,0.0,0.0,1253.0,0.0,0.0,0.0,0.0,1253.0,,0.0,0.0,0.0,52.0,1153.0,22.0,26.0
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,208.0,,0.0,0.0,208.0,0.0,0.0,0.0,0.0
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,6007050,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,,0.0,0.0,60.0,0.0,0.0,0.0,0.0
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,464.0,0.0,2.0,943.0,0.0,0.0,0.0,690.0,2099.0,,0.0,3.0,147.0,569.0,1423.0,44.0,1.0
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,0.0,0.0,0.0,654.0,6.0,0.0,0.0,57.0,717.0,,0.0,0.0,632.0,80.0,5.0,0.0,0.0
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,,0.0,0.0,46.0,0.0,0.0,0.0,0.0
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,6014040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,335.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,344.0,,0.0,2.0,42.0,116.0,302.0,0.0,1.0
Buenos Aires,Alberti,Mechita,6021030,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,,0.0,0.0,285.0,0.0,0.0,0.0,0.0
Buenos Aires,Alberti,Coronel Seguí,6021020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Buenos Aires,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,,0.0,0.0,0.0,0.0,24.0,0.0,0.0
Buenos Aires,Almirante Brown,Adrogué,6028010,86.0,9401.0,53.0,12087.0,2.0,1.0,0.0,26.0,21656.0,,12.0,55.0,85.0,303.0,135.0,11557.0,9158.0
Buenos Aires,Almirante Brown,Burzaco,6028010,39.0,16741.0,35.0,12073.0,6.0,2.0,0.0,309.0,29205.0,53.0,11.0,38.0,257.0,783.0,60.0,11399.0,16036.0
Buenos Aires,Almirante Brown,Claypole,6028010,4.0,7725.0,3.0,3987.0,13.0,0.0,0.0,2.0,11734.0,1.0,0.0,8.0,9.0,264.0,0.0,4111.0,7461.0
Buenos Aires,Almirante Brown,Don Orione,6028010,0.0,5756.0,0.0,0.0,0.0,0.0,0.0,1.0,5757.0,,0.0,0.0,3.0,225.0,42.0,7.0,5522.0
Buenos Aires,Almirante Brown,Glew,6028010,11.0,9257.0,10.0,12012.0,12.0,0.0,0.0,54.0,21356.0,1.0,5.0,11.0,85.0,232.0,8.0,11768.0,9040.0
Buenos Aires,Almirante Brown,Jose Mármol,6028010,0.0,7587.0,1.0,1606.0,2.0,0.0,0.0,1.0,9197.0,,0.0,1.0,4.0,265.0,0.0,1386.0,7319.0
Buenos Aires,Almirante Brown,Longchamps,6028010,16.0,9496.0,20.0,8223.0,4.0,0.0,0.0,1.0,17760.0,1.0,1.0,3.0,34.0,361.0,4.0,7434.0,9150.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,1.0,4902.0,3.0,787.0,2.0,0.0,0.0,1.0,5696.0,1.0,0.0,3.0,5.0,75.0,0.0,8.0,4822.0
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,3.0,3650.0,4.0,4309.0,0.0,0.0,0.0,1.0,7967.0,,0.0,0.0,4.0,155.0,0.0,4095.0,3492.0
Buenos Aires,Almirante Brown,Rafael Calzada,6028010,9.0,10897.0,14.0,10093.0,178.0,0.0,0.0,340.0,21531.0,1.0,3.0,38.0,463.0,463.0,9.0,9967.0,10484.0
Buenos Aires,Almirante Brown,San Francisco Solano,6028010,3.0,4414.0,4.0,4746.0,127.0,0.0,0.0,2.0,9296.0,1.0,1.0,13.0,62.0,157.0,0.0,3236.0,4347.0
Buenos Aires,Almirante Brown,San Jose,6028010,2.0,9017.0,1.0,1166.0,0.0,3.0,0.0,1.0,10190.0,,3.0,1.0,7.0,292.0,0.0,5.0,8721.0
Buenos Aires,Arrecifes,Arrecifes,6077010,773.0,1286.0,12.0,6903.0,0.0,1.0,0.0,1325.0,10300.0,159.0,1.0,143.0,1278.0,390.0,451.0,4486.0,3516.0
Buenos Aires,Arrecifes,Todd,6077020,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,341.0,,0.0,0.0,0.0,0.0,0.0,185.0,156.0
Buenos Aires,Arrecifes,Viña,6077030,50.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,80.0,,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Buenos Aires,Avellaneda,Avellaneda,6035010,903.0,8579.0,46.0,7418.0,72.0,8.0,0.0,79.0,17105.0,34.0,13.0,84.0,328.0,638.0,817.0,2973.0,11807.0
Buenos Aires,Avellaneda,Crucesita,6035010,1.0,4848.0,0.0,3050.0,2.0,0.0,0.0,0.0,7901.0,,0.0,2.0,12.0,97.0,1.0,31.0,7763.0
Buenos Aires,Avellaneda,Dock Sud,6035010,11.0,632.0,0.0,1946.0,12.0,0.0,0.0,26.0,2627.0,3.0,1.0,10.0,5.0,35.0,0.0,30.0,2544.0
Buenos Aires,Avellaneda,Gerli,6035010,3.0,5769.0,0.0,4915.0,0.0,0.0,0.0,0.0,10687.0,,1.0,4.0,1.0,240.0,0.0,17.0,10429.0
Buenos Aires,Avellaneda,Pineyro,6035010,9.0,5734.0,1.0,2738.0,0.0,0.0,0.0,0.0,8482.0,1.0,4.0,7.0,11.0,189.0,1.0,20.0,8254.0
Buenos Aires,Avellaneda,Sarandí,6035010,703.0,9600.0,60.0,13834.0,4.0,1.0,0.0,1.0,24203.0,3.0,13.0,40.0,235.0,388.0,1605.0,3435.0,18568.0
Buenos Aires,Avellaneda,Villa Domínico,6035010,15.0,8495.0,2.0,7630.0,11.0,0.0,0.0,600.0,16753.0,2.0,5.0,17.0,15.0,827.0,9.0,53.0,15833.0
Buenos Aires,Avellaneda,Wilde,6035010,330.0,12072.0,62.0,16730.0,8.0,0.0,0.0,100.0,29302.0,3.0,5.0,38.0,127.0,643.0,1685.0,3151.0,22819.0
Buenos Aires,Ayacucho,Ayacucho,6042010,1834.0,0.0,2.0,0.0,0.0,0.0,0.0,142.0,1978.0,,0.0,126.0,109.0,775.0,1202.0,3.0,0.0
Buenos Aires,Ayacucho,La Constancia,6042020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Buenos Aires,Ayacucho,Solanet,6042030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,,0.0,17.0,10.0,0.0,0.0,0.0,0.0
Buenos Aires,Ayacucho,Udaquiola,6042040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,47.0,,1.0,31.0,14.0,0.0,0.0,0.0,0.0
Buenos Aires,Azul,Azul,6049020,1692.0,14796.0,48.0,77.0,14.0,2.0,0.0,1145.0,17774.0,14.0,9.0,226.0,1694.0,1083.0,683.0,23.0,14776.0
Buenos Aires,Azul,Cacharí,6049030,0.0,0.0,2.0,0.0,0.0,0.0,0.0,521.0,523.0,,0.0,0.0,514.0,6.0,0.0,1.0,0.0
Buenos Aires,Azul,Chillar,6049040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,565.0,566.0,,1.0,0.0,561.0,0.0,0.0,0.0,0.0
Buenos Aires,Bahía Blanca,Bahía Blanca,6056010,3774.0,104843.0,388.0,14178.0,64.0,8.0,0.0,2764.0,126019.0,33.0,22.0,336.0,2682.0,3716.0,1372.0,1705.0,116516.0
Buenos Aires,Bahía Blanca,Cabildo,6056020,0.0,193.0,4.0,210.0,2.0,0.0,0.0,66.0,475.0,6.0,0.0,0.0,10.0,10.0,0.0,261.0,0.0
Buenos Aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,320.0,1619.0,1.0,2.0,0.0,0.0,0.0,15.0,1957.0,,0.0,2.0,24.0,62.0,300.0,0.0,1618.0
Buenos Aires,Bahía Blanca,Ingeniero White,6056020,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Buenos Aires,Balcarce,Balcarce,6063010,1347.0,11787.0,36.0,45.0,9.0,0.0,0.0,883.0,14107.0,9.0,0.0,24.0,408.0,1374.0,612.0,24.0,11784.0
Buenos Aires,Balcarce,Los Pinos,6063020,0.0,0.0,0.0,0.0,9.0,0.0,0.0,30.0,39.0,5.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0
Buenos Aires,Balcarce,Napaleofú,6063030,0.0,0.0,0.0,15.0,0.0,0.0,0.0,107.0,122.0,,0.0,38.0,23.0,83.0,0.0,0.0,1.0
Buenos Aires,Balcarce,Ramos Otero,6063040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Buenos Aires,Balcarce,San Agustín,6063050,0.0,0.0,0.0,0.0,3.0,0.0,0.0,72.0,75.0,24.0,0.0,0.0,8.0,43.0,0.0,0.0,0.0
Buenos Aires,Balcarce,Villa Laguna La Brava,6063060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,,0.0,0.0,1.0,34.0,4.0,3.0,0.0
Buenos Aires,Baradero,Baradero,6070010,1172.0,7356.0,0.0,10.0,0.0,2.0,0.0,827.0,9367.0,,1.0,36.0,945.0,945.0,55.0,26.0,7352.0
Buenos Aires,Baradero,Villa Alsina  (Est. Alsina),6070040,104.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,254.0,,0.0,0.0,153.0,91.0,9.0,1.0,0.0
Buenos Aires,Baradero,Irineo Portela,6070020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,79.0,,0.0,0.0,76.0,1.0,0.0,2.0,0.0
Buenos Aires,Baradero,Santa Coloma,6070030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,,0.0,0.0,53.0,0.0,0.0,2.0,0.0
Buenos Aires,Benito Juárez,Barker,6084010,0.0,0.0,1.0,10.0,0.0,2.0,0.0,70.0,83.0,1.0,1.0,20.0,78.0,0.0,0.0,0.0,0.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,650.0,0.0,20.0,563.0,4.0,1.0,0.0,147.0,1385.0,4.0,1.0,0.0,59.0,487.0,915.0,32.0,0.0
Buenos Aires,Benito Juárez,López,6084030,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,16.0,,0.0,0.0,12.0,9.0,0.0,0.0,0.0
Buenos Aires,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0.0,0.0,0.0,20.0,0.0,1.0,0.0,100.0,121.0,,1.0,50.0,67.0,0.0,0.0,0.0,0.0
Buenos Aires,Berazategui,Berazategui,6091010,247.0,16915.0,38.0,29584.0,15.0,4.0,0.0,49.0,46852.0,16.0,11.0,46.0,121.0,473.0,1422.0,6381.0,35520.0
Buenos Aires,Berazategui,Berazategui Oeste,6091010,16.0,130.0,0.0,15808.0,0.0,0.0,0.0,0.0,15954.0,,11.0,3.0,2.0,3.0,0.0,19.0,15916.0
Buenos Aires,Berazategui,Carlos Tomás Sourigues,6091010,1.0,1429.0,0.0,1904.0,0.0,0.0,0.0,0.0,3334.0,,0.0,0.0,5.0,30.0,8.0,191.0,2990.0
Buenos Aires,Berazategui,Centro Agrícola El Pato,6091010,1349.0,2061.0,0.0,672.0,0.0,0.0,0.0,16.0,4098.0,,0.0,2000.0,14.0,34.0,10.0,2.0,2038.0
Buenos Aires,Berazategui,Guillermo E. Hudson,6091010,74.0,6085.0,2.0,9798.0,1.0,0.0,0.0,0.0,15960.0,2.0,0.0,4.0,28.0,175.0,27.0,2394.0,13021.0
Buenos Aires,Berazategui,Juan María Gutierrez,6091010,94.0,2042.0,2.0,5666.0,0.0,0.0,0.0,90.0,7894.0,,0.0,17.0,133.0,142.0,318.0,3.0,5167.0
Buenos Aires,Berazategui,Pereyra,6091010,0.0,245.0,1.0,431.0,0.0,0.0,0.0,0.0,677.0,,0.0,0.0,4.0,2.0,3.0,310.0,245.0
Buenos Aires,Berazategui,Plátanos,6091010,0.0,1828.0,0.0,2320.0,1.0,0.0,0.0,0.0,4149.0,3.0,0.0,1.0,2.0,37.0,0.0,8.0,4094.0
Buenos Aires,Berazategui,Ranelagh,6091010,10.0,2942.0,13.0,7750.0,0.0,1.0,0.0,0.0,10716.0,,1.0,10.0,21.0,50.0,8.0,5759.0,4581.0
Buenos Aires,Berazategui,Villa España,6091010,1.0,1115.0,0.0,2342.0,0.0,0.0,0.0,0.0,3458.0,,1.0,0.0,0.0,51.0,0.0,1.0,3406.0
Buenos Aires,Berisso,Berisso,6098010,3116.0,14349.0,21.0,7668.0,6.0,0.0,0.0,413.0,25573.0,4.0,8.0,134.0,1572.0,1604.0,1236.0,6719.0,15284.0
Buenos Aires,Berisso,Villa Nueva,6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0,172.0,0.0,0.0,0.0,38.0,115.0,34.0,23.0
Buenos Aires,Berisso,Barrio El Carmen (Este),6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0,170.0,0.0,0.0,0.0,40.0,115.0,34.0,23.0
Buenos Aires,Berisso,Villa Arguello,6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0,172.0,0.0,0.0,0.0,38.0,115.0,34.0,23.0
Buenos Aires,Berisso,Villa Progreso,6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0,167.0,0.0,0.0,0.0,38.0,116.0,36.0,25.0
Buenos Aires,Bolívar,OTROS,Sin Datos,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,
Buenos Aires,Bolívar,Pirovano,6105050,0.0,0.0,0.0,0.0,50.0,0.0,0.0,45.0,95.0,50.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,727.0,5178.0,2.0,10.0,0.0,1.0,0.0,255.0,6173.0,,0.0,13.0,350.0,423.0,462.0,1.0,5179.0
Buenos Aires,Bolívar,Urdampilleta,6105070,0.0,0.0,5.0,2.0,0.0,0.0,0.0,71.0,78.0,,0.0,0.0,0.0,71.0,0.0,2.0,0.0
Buenos Aires,Bolívar,Hale,6105010,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Buenos Aires,Bragado,Bragado,6112010,500.0,3281.0,10.0,241.0,0.0,0.0,0.0,212.0,4244.0,,0.0,16.0,359.0,241.0,293.0,55.0,3487.0
Buenos Aires,Bragado,General O'Brien,6112030,321.0,0.0,0.0,83.0,0.0,0.0,0.0,36.0,440.0,,0.0,0.0,404.0,0.0,36.0,0.0,0.0
Buenos Aires,Bragado,Irala,6112040,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,,0.0,0.0,2.0,0.0,0.0,23.0,0.0
Buenos Aires,Bragado,Mechita (Est. Mecha),6112070,10.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,,0.0,0.0,17.0,5.0,0.0,0.0,1.0
Buenos Aires,Bragado,Warnes,6112090,135.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,151.0,,0.0,0.0,151.0,0.0,0.0,0.0,0.0
Buenos Aires,Bragado,Comodoro Py,6112020,0.0,0.0,0.0,220.0,0.0,0.0,0.0,2.0,222.0,,0.0,0.0,154.0,66.0,0.0,0.0,3.0
Buenos Aires,Bragado,Olascoaga,6112080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,,0.0,0.0,21.0,9.0,0.0,0.0,9.0
Buenos Aires,Brandsen,Coronel Brandsen,6119050,1250.0,420.0,1.0,3377.0,1.0,0.0,0.0,1208.0,6257.0,3.0,0.0,12.0,541.0,1640.0,1169.0,806.0,2631.0
Buenos Aires,Brandsen,Jeppener,6119070,815.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,817.0,,0.0,13.0,559.0,243.0,0.0,2.0,0.0
Buenos Aires,Campana,Campana,6126030,990.0,18544.0,1.0,11492.0,18.0,3.0,0.0,44.0,31092.0,232.0,2.0,74.0,133.0,950.0,90.0,1630.0,27981.0
Buenos Aires,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,0.0,0.0,0.0,1.0,0.0,0.0,55.0
Buenos Aires,Campana,Alto Los Cardales,6126010,0.0,0.0,0.0,227.0,0.0,0.0,0.0,41.0,268.0,,0.0,0.0,35.0,0.0,0.0,1.0,226.0
Buenos Aires,Campana,Barrio Los Pioneros,6126020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,,0.0,0.0,60.0,0.0,0.0,0.0,0.0
Buenos Aires,Campana,Chacras Del Río Luján,6126035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,,0.0,0.0,41.0,0.0,0.0,0.0,0.0
Buenos Aires,Cañuelas,Alejandro Petión,6134010,102.0,896.0,7.0,0.0,0.0,0.0,0.0,41.0,1046.0,1.0,0.0,16.0,106.0,76.0,48.0,0.0,896.0
Buenos Aires,Cañuelas,Barrio El Taladro,6134020,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,,0.0,0.0,0.0,167.0,0.0,24.0,9.0
Buenos Aires,Cañuelas,Cañuelas,6134030,909.0,5291.0,30.0,2419.0,0.0,1.0,0.0,526.0,9176.0,1.0,1.0,19.0,305.0,838.0,611.0,1447.0,6104.0
Buenos Aires,Cañuelas,Máximo Paz,6134050,0.0,2536.0,0.0,1.0,0.0,0.0,0.0,270.0,2807.0,,0.0,0.0,10.0,328.0,0.0,4.0,2465.0
Buenos Aires,Cañuelas,Santa Rosa,6134060,0.0,0.0,0.0,0.0,0.0,2.0,0.0,233.0,235.0,,2.0,0.0,0.0,233.0,0.0,0.0,0.0
Buenos Aires,Cañuelas,Uribelarrea,6134070,63.0,0.0,0.0,686.0,0.0,0.0,0.0,141.0,890.0,,0.0,0.0,80.0,659.0,56.0,44.0,48.0
Buenos Aires,Cañuelas,Vicente Casares,6134080,175.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,202.0,,0.0,7.0,55.0,54.0,136.0,0.0,0.0
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,,0.0,0.0,0.0,48.0,0.0,0.0,0.0
Buenos Aires,Cañuelas,Gobernador Udaondo,6134040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,21.0,,0.0,0.0,0.0,20.0,0.0,0.0,1.0
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,6140010,144.0,4173.0,0.0,84.0,0.0,0.0,0.0,89.0,4490.0,,0.0,0.0,110.0,373.0,92.0,49.0,3902.0
Buenos Aires,Capitán Sarmiento,La Luisa,6140020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,,0.0,0.0,44.0,0.0,0.0,0.0,0.0
Buenos Aires,Carlos Casares,Cadret,6147020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,49.0,,0.0,5.0,0.0,37.0,7.0,0.0,0.0
Buenos Aires,Carlos Casares,Carlos Casares,6147030,1167.0,1.0,7.0,2870.0,0.0,0.0,0.0,2461.0,6506.0,,1.0,70.0,157.0,2396.0,1274.0,2.0,2870.0
Buenos Aires,Carlos Casares,La Sofía,6147060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Buenos Aires,Carlos Casares,Moctezuma,6147080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,,0.0,0.0,161.0,0.0,0.0,0.0,0.0
Buenos Aires,Carlos Casares,Santo Tomás,6147095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,,0.0,1.0,0.0,33.0,10.0,0.0,0.0
Buenos Aires,Carlos Casares,Smith,6147100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,,0.0,0.0,190.0,0.0,0.0,0.0,0.0
Buenos Aires,Carlos Casares,Mauricio Hirsch,6147070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,,0.0,0.0,0.0,39.0,8.0,0.0,0.0
Buenos Aires,Carlos Casares,Bellocq,6147010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
Buenos Aires,Carlos Tejedor,Carlos Tejedor,6154010,12.0,1263.0,1.0,68.0,0.0,0.0,0.0,499.0,1843.0,1.0,0.0,0.0,571.0,1266.0,8.0,0.0,0.0
Buenos Aires,Carlos Tejedor,Colonia Seré,6154020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,,0.0,0.0,77.0,0.0,0.0,4.0,0.0
Buenos Aires,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.0,199.0,,1.0,0.0,198.0,0.0,0.0,0.0,0.0
Buenos Aires,Carlos Tejedor,Curarú,6154030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Buenos Aires,Carlos Tejedor,Timote,6154040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,,0.0,0.0,61.0,0.0,0.0,0.0,0.0
Buenos Aires,Carmen de Areco,Carmen de Areco,6161010,322.0,1769.0,5.0,8.0,1.0,0.0,0.0,1045.0,3150.0,,0.0,3.0,949.0,117.0,372.0,1.0,1771.0
Buenos Aires,Carmen de Areco,Pueblo Gouin,6161020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,,0.0,0.0,31.0,0.0,0.0,0.0,0.0
Buenos Aires,Carmen de Areco,Tres Sargentos,6161030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,,0.0,0.0,107.0,0.0,0.0,0.0,0.0
Buenos Aires,Castelli,Castelli,6168010,52.0,1109.0,0.0,1121.0,0.0,2.0,0.0,28.0,2312.0,,2.0,105.0,856.0,309.0,344.0,662.0,49.0
Buenos Aires,Castelli,Centro Guerrero,6168020,0.0,0.0,0.0,46.0,0.0,0.0,0.0,3.0,49.0,,0.0,0.0,34.0,1.0,5.0,9.0,0.0
Buenos Aires,Castelli,Cerro De La Gloria,6168030,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Buenos Aires,Chacabuco,Castilla,6210010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,274.0,,0.0,0.0,52.0,222.0,0.0,0.0,0.0
Buenos Aires,Chacabuco,Chacabuco,6210020,1334.0,10136.0,15.0,1923.0,0.0,0.0,0.0,130.0,13538.0,83.0,0.0,23.0,224.0,2633.0,472.0,193.0,10097.0
Buenos Aires,Chacabuco,O'Higgins,6210040,260.0,0.0,0.0,220.0,0.0,0.0,0.0,12.0,492.0,,0.0,0.0,100.0,342.0,50.0,0.0,0.0
Buenos Aires,Chacabuco,Rawson,6210050,59.0,0.0,0.0,383.0,0.0,0.0,0.0,134.0,576.0,,0.0,2.0,417.0,116.0,0.0,32.0,9.0
Buenos Aires,Chascomús,Chascomús,6217010,1847.0,7930.0,79.0,1168.0,0.0,1.0,0.0,0.0,11025.0,,2.0,355.0,1734.0,1228.0,847.0,490.0,8141.0
